flow_key,total_packets,total_bytes,flow_duration,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,mean_interarrival_time,std_interarrival_time,direction_ratio,burst_count,burst_avg_size,bytes_per_second,packets_per_second,burst_mean_size_variance,small_to_large_ratio,inter_burst_gap,source_pcap,label
"(6, '10.211.218.53', 60466, '10.211.218.77', 53)",13,648,0.147691011428833,49.84615384615385,18.96898745866791,40,107,0.012307584285736,0.0249135053471187,0.5061728395061729,1,13.0,4387.538508477532,88.02160587995047,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 55758, '20.83.133.193', 443)",129,118839,8.420450210571289,921.2325581395348,632.9524457886943,40,1440,0.0657847672700882,0.3167855195611885,0.9076734068782134,14,9.214285714285714,14113.140868739523,15.31984594339736,243970.30314976355,0.4935064935064935,0.6284639835357666,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 53200)",2,130,0.1650810241699218,65.0,8.0,57,73,0.1650810241699218,0.0,0.4384615384615384,2,1.0,787.4920854997112,12.11526285384171,64.0,2.0,0.1650810241699218,nonai_002.pcap,non_ai
"(6, '10.211.218.53', 62211, '10.211.218.77', 53)",13,744,0.1464560031890869,57.23076923076923,41.34499103910496,40,195,0.0122046669324239,0.0242948744387128,0.4516129032258064,1,13.0,5080.023923904532,88.76385888542866,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 52220, '10.211.218.77', 53)",13,683,0.1552190780639648,52.53846153846154,27.858475811792232,40,144,0.012934923171997,0.0283537897630189,0.4773060029282577,1,13.0,4400.23229437389,83.75259125455428,0.0,13.0,0.0,non_ai_001.pcap,non_ai
"(6, '10.211.218.53', 58871, '10.211.218.77', 53)",13,690,0.1429080963134765,53.07692307692308,27.949023757442458,40,142,0.011909008026123,0.0237936727399931,0.4855072463768116,1,13.0,4828.2778778778775,90.96755422088756,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 64431, '10.211.218.77', 53)",13,622,0.1551229953765869,47.84615384615385,13.72726738365962,40,86,0.0129269162813822,0.0283810604236415,0.5192926045016077,1,13.0,4009.721437430933,83.80446734180406,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 50916, '10.211.218.77', 53)",13,679,0.164808988571167,52.23076923076923,26.10674491731045,40,136,0.0137340823809305,0.0298067523703583,0.4860088365243004,2,6.5,4119.920921101932,78.87919289296777,13.357284580498868,13.0,0.1022360324859619,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 53503, '10.211.218.77', 53)",13,656,0.1495609283447265,50.46153846153846,21.503543123492587,40,119,0.0124634106953938,0.0253820973077845,0.4939024390243902,1,13.0,4386.172292859603,86.92109726703481,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 63978, '10.211.218.77', 53)",13,736,0.1333520412445068,56.61538461538461,38.89342135698622,40,185,0.0111126701037089,0.0220135423082104,0.4592391304347826,1,13.0,5519.225601132806,97.48632175913924,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 63189, '10.211.218.77', 53)",13,702,0.1355857849121093,54.0,31.47404302938192,40,157,0.0112988154093424,0.0238996981995265,0.4729344729344729,1,13.0,5177.5339166643225,95.88025771600596,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 62686, '10.211.218.77', 53)",13,904,0.1345288753509521,69.53846153846153,85.4918937989178,40,364,0.0112107396125793,0.0227302349257427,0.3617256637168141,1,13.0,6719.746951289754,96.63352916677744,0.0,12.0,0.0,nonai_009.pcap,non_ai
"(17, '10.211.218.53', 49920, '142.250.182.66', 443)",26,15878,24.916347980499268,610.6923076923077,569.5365031342301,49,1278,0.9966539192199708,4.845304174454724,0.498110593273712,2,13.0,637.2522976652472,1.0434916072110108,76729.0,1.3,24.733612060546875,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 64802, '10.211.218.77', 53)",13,691,0.1569550037384033,53.15384615384615,27.864634751284378,40,141,0.0130795836448669,0.026037877379201,0.487698986975398,1,13.0,4402.535653795968,82.8262858167114,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 63459, '10.211.218.77', 53)",13,829,0.1518230438232422,63.76923076923077,63.918402124720814,40,282,0.0126519203186035,0.0250279299636951,0.4028950542822678,1,13.0,5460.304174675562,85.62600032663727,0.0,12.0,0.0,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 51651)",2,213,0.0468420982360839,106.5,24.5,82,131,0.0468420982360839,0.0,0.3849765258215962,1,2.0,4547.191693388304,42.69663561866952,0.0,2.0,0.0,nonai_002.pcap,non_ai
"(6, '10.211.218.53', 60293, '23.61.113.117', 443)",11,5906,0.0551779270172119,536.9090909090909,608.0941097239732,40,1440,0.0055177927017211,0.0106303649610171,0.3413477819166949,1,11.0,107035.55423815965,199.35507900774735,0.0,2.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 61381, '10.211.218.77', 53)",13,744,0.1708781719207763,57.23076923076923,41.34499103910496,40,195,0.0142398476600646,0.0299262775405515,0.4516129032258064,2,6.5,4353.979163265733,76.07759290652491,66.30612244897958,13.0,0.1020169258117675,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 52217, '10.211.218.77', 53)",13,696,0.1369080543518066,53.53846153846154,31.58776633838677,40,159,0.0114090045293172,0.0209048964736925,0.4655172413793103,1,13.0,5083.703828056158,94.9542381677156,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 60930)",2,248,0.0045158863067626,124.0,64.0,60,188,0.0045158863067626,0.0,0.2419354838709677,1,2.0,54917.237315875616,442.8809460957711,0.0,2.0,0.0,nonai_003.pcap,non_ai
"(6, '10.211.218.53', 50061, '10.211.218.77', 53)",13,696,0.1360659599304199,53.53846153846154,30.157574337814843,40,152,0.0113388299942016,0.0241267556559405,0.4755747126436782,1,13.0,5115.166205830714,95.54189752270013,0.0,13.0,0.0,non_ai_001.pcap,non_ai
"(6, '10.211.218.53', 51001, '10.211.218.77', 53)",13,690,0.1212620735168457,53.07692307692308,29.429084354039286,40,150,0.0101051727930704,0.0180110535788165,0.4739130434782608,1,13.0,5690.15505003834,107.20581978333104,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 53107, '10.211.218.77', 53)",13,671,0.1621429920196533,51.61538461538461,23.98248868056878,40,127,0.0135119160016377,0.0295963293109719,0.4932935916542474,2,6.5,4138.322548770213,80.17614476007864,8.027777777777771,13.0,0.1026761531829834,non_ai_001.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 63910)",2,128,0.009200096130371,64.0,8.0,56,72,0.009200096130371,0.0,0.4375,1,2.0,13912.898103037214,217.38903285995647,0.0,2.0,0.0,nonai_002.pcap,non_ai
"(6, '10.211.218.53', 62126, '10.211.218.77', 53)",1,52,1e-09,52.0,0.0,52,52,0.0,0.0,1.0,1,1.0,52000000000.0,1000000000.0,0.0,1.0,0.0,nonai_009.pcap,non_ai
"(17, '10.211.218.53', 55721, '10.211.218.77', 53)",2,314,0.5784540176391602,157.0,72.0,85,229,0.5784540176391602,0.0,0.2707006369426751,2,1.0,542.8262064485708,3.4574917608189226,5184.0,1.0,0.5784540176391602,non_ai_001.pcap,non_ai
"(6, '10.221.8.170', 53, '10.221.8.53', 60964)",13,718,0.4146270751953125,55.23076923076923,37.501084796932815,40,182,0.034552256266276,0.0586053653415254,0.4498607242339832,3,4.333333333333333,1731.6765907334486,31.35347587678946,49.01851851851854,13.0,0.1510310173034668,nonai_001.pcap,non_ai
"(6, '10.211.218.53', 56673, '151.101.157.44', 443)",1258,1743879,5.002903938293457,1386.231319554849,1925.451919303644,40,33640,0.0039800349548873,0.0676408664388217,0.0140388180601979,6,209.66666666666663,348573.3528984879,251.4539586440904,301647.46655471105,0.25,0.7550897598266602,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 49308, '10.211.218.77', 53)",13,789,0.2232129573822021,60.69230769230769,51.63985433957979,40,234,0.0186010797818501,0.0473328485223768,0.4334600760456273,2,6.5,3534.741034988459,58.24034658409375,120.21556122448982,12.0,0.1711390018463134,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 60014, '10.211.218.77', 53)",13,657,0.1461038589477539,50.53846153846154,20.0714699343482,40,108,0.0121753215789794,0.0237437271323763,0.5114155251141552,1,13.0,4496.801143595669,88.97780040600257,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 49365)",2,189,0.0061829090118408,94.5,32.5,62,127,0.0061829090118408,0.0,0.328042328042328,1,2.0,30568.135425905217,323.4723325492616,0.0,2.0,0.0,nonai_001.pcap,non_ai
"(6, '10.221.8.170', 53, '10.221.8.53', 61094)",13,718,0.0681908130645752,55.23076923076923,37.501084796932815,40,182,0.0056825677553812,0.0121006174293954,0.4498607242339832,1,13.0,10529.277592277274,190.64151629471388,0.0,13.0,0.0,nonai_006.pcap,non_ai
"(6, '10.211.218.53', 57672, '10.211.218.77', 53)",13,696,0.1252968311309814,53.53846153846154,31.16115773650411,40,157,0.0104414025942484,0.0215503278384091,0.4683908045977011,1,13.0,5554.809277438334,103.7536215613482,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 62057)",2,202,0.0050790309906005,101.0,35.0,66,136,0.0050790309906005,0.0,0.3267326732673267,1,2.0,39771.36591090457,393.7759001079661,0.0,2.0,0.0,nonai_001.pcap,non_ai
"(6, '10.211.218.53', 51659, '10.211.218.77', 53)",1,52,1e-09,52.0,0.0,52,52,0.0,0.0,1.0,1,1.0,52000000000.0,1000000000.0,0.0,1.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 55898, '10.211.218.77', 53)",13,670,0.1326501369476318,51.53846153846154,22.441772124649034,40,116,0.0110541780789693,0.0219144132594784,0.508955223880597,1,13.0,5050.880575151651,98.00216041339024,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 63408, '10.211.218.77', 53)",12,710,14.64788293838501,59.16666666666666,38.50288589472511,40,167,1.3316257216713645,3.883325995793932,0.4647887323943662,3,4.0,48.4711683583594,0.8192310145074828,313.5681531872009,12.0,7.296794056892395,non_ai_001.pcap,non_ai
"(6, '10.211.218.53', 50286, '10.211.218.77', 53)",13,733,0.3303470611572265,56.38461538461539,28.42409178993834,40,140,0.0275289217631022,0.0580868909885187,0.572987721691678,2,6.5,2218.878525609566,39.35255229594046,5.118906249999997,13.0,0.2049560546875,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 62021, '10.211.218.77', 53)",1,52,1e-09,52.0,0.0,52,52,0.0,0.0,1.0,1,1.0,52000000000.0,1000000000.0,0.0,1.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 64839, '10.211.218.77', 53)",1,52,1e-09,52.0,0.0,52,52,0.0,0.0,1.0,1,1.0,52000000000.0,1000000000.0,0.0,1.0,0.0,nonai_009.pcap,non_ai
"(17, '10.211.218.53', 50746, '10.211.218.77', 53)",2,344,0.0044589042663574,172.0,112.0,60,284,0.0044589042663574,0.0,0.1744186046511628,1,2.0,77148.99882365523,448.5406908352048,0.0,1.0,0.0,non_ai_001.pcap,non_ai
"(6, '10.211.218.53', 56817, '10.211.218.77', 53)",13,728,0.3989911079406738,56.0,31.76839261326845,40,157,0.0332492589950561,0.0660287252610729,0.5576923076923077,3,4.333333333333333,1824.6020663404024,32.58217975607862,16.2195061728395,13.0,0.1652934551239013,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 51791, '10.211.218.77', 53)",13,794,0.1264388561248779,61.07692307692308,52.931685346392165,40,239,0.0105365713437398,0.0221830706112767,0.4307304785894206,1,13.0,6279.715147183886,102.81649485313667,0.0,12.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 56674, '10.211.218.77', 53)",13,707,0.1445298194885254,54.38461538461539,34.421680246697974,40,170,0.0120441516240437,0.0211704578575787,0.4582743988684583,1,13.0,4891.724091969343,89.94683620311382,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 59957, '10.211.218.77', 53)",13,743,0.1350631713867187,57.15384615384615,42.16970504602372,40,199,0.0112552642822265,0.0211938704167001,0.4454912516823687,1,13.0,5501.129526069028,96.25125684912162,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 57311, '151.101.209.44', 443)",29,11291,3.6095621585845943,389.3448275862069,558.5478262399596,40,1440,0.1289129342351641,0.5962828442251505,0.4421220441059251,2,14.5,3128.080222457646,8.034215432758103,43331.626406250005,2.857142857142857,3.224858045578003,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 60453, '10.211.218.77', 53)",13,699,0.1322031021118164,53.76923076923077,31.51105751259596,40,158,0.0110169251759847,0.022334669526755,0.469241773962804,1,13.0,5287.31919927863,98.3335473399459,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 51632, '10.211.218.77', 53)",13,728,0.139488935470581,56.0,39.18202099472116,40,188,0.0116240779558817,0.0241989036104918,0.4491758241758242,1,13.0,5219.051945188434,93.19735616407918,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 59658, '172.240.45.96', 443)",11,6345,0.5317299365997314,576.8181818181819,650.3619716856729,40,1440,0.0531729936599731,0.1049188143661102,0.3117415287628053,3,3.6666666666666665,11932.749245932158,20.687193334161343,78683.38888888889,1.5,0.2629909515380859,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 54502)",2,202,0.003713846206665,101.0,35.0,66,136,0.003713846206665,0.0,0.3267326732673267,1,2.0,54391.05142196829,538.5252616036464,0.0,2.0,0.0,nonai_001.pcap,non_ai
"(6, '10.221.8.170', 53, '10.221.8.53', 59771)",13,836,0.0711200237274169,64.3076923076923,67.75792274468394,40,297,0.0059266686439514,0.0120615687861869,0.3899521531100478,1,13.0,11754.776730729904,182.7895903103933,0.0,12.0,0.0,nonai_006.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 57154)",2,164,0.0154311656951904,82.0,14.0,68,96,0.0154311656951904,0.0,0.4146341463414634,1,2.0,10627.842590732816,129.6078364723514,0.0,2.0,0.0,nonai_002.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 51915)",2,254,0.0777220726013183,127.0,45.0,82,172,0.0777220726013183,0.0,0.3228346456692913,1,2.0,3268.05489738949,25.732715727476304,0.0,2.0,0.0,nonai_001.pcap,non_ai
"(17, '10.211.218.53', 60685, '10.211.218.77', 53)",2,218,0.0199360847473144,109.0,37.0,72,146,0.0199360847473144,0.0,0.3302752293577982,1,2.0,10934.94549020546,100.32060082757302,0.0,2.0,0.0,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 63017)",2,226,0.0312068462371826,113.0,56.0,57,169,0.0312068462371826,0.0,0.252212389380531,1,2.0,7242.000626475465,64.0885011192519,0.0,2.0,0.0,nonai_001.pcap,non_ai
"(6, '10.211.218.53', 50316, '10.211.218.77', 53)",13,699,0.130357027053833,53.76923076923077,29.817789852971604,40,149,0.0108630855878194,0.022820405329417,0.4821173104434907,1,13.0,5362.196544351513,99.72611598937004,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(17, '10.211.218.53', 56311, '10.211.218.77', 53)",2,263,0.0351600646972656,131.5,74.5,57,206,0.0351600646972656,0.0,0.2167300380228136,1,2.0,7480.077248562439,56.882716719106,0.0,1.0,0.0,non_ai_001.pcap,non_ai
"(6, '10.221.8.53', 61848, '3.160.188.50', 443)",4,186,46.23107385635376,46.5,5.5,41,52,15.41035795211792,20.92853292368328,0.4408602150537634,4,1.0,4.0232679988772775,0.0865218924489737,30.25,4.0,15.41035795211792,nonai_002.pcap,non_ai
"(6, '10.211.218.53', 64497, '10.211.218.77', 53)",13,702,0.1320879459381103,54.0,30.21716272380521,40,150,0.0110073288281758,0.0226363287483623,0.4829059829059829,1,13.0,5314.640900910983,98.41927594279598,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 58736, '10.211.218.77', 53)",13,676,0.1525909900665283,52.0,26.489475413686616,40,139,0.0127159158388773,0.0264185294193133,0.4792899408284023,1,13.0,4430.143612707867,85.19506947515129,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 55895, '10.211.218.77', 53)",13,696,0.1336579322814941,53.53846153846154,26.5376811479462,40,123,0.0111381610234578,0.0232012154967927,0.5172413793103449,1,13.0,5207.32281368957,97.26321347408678,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 57215, '10.211.218.77', 53)",13,771,0.1672799587249755,59.30769230769231,49.68111329017777,40,228,0.0139399965604146,0.0291936855073339,0.4280155642023346,2,6.5,4609.039874690539,77.7140316095681,128.1747448979592,12.0,0.1025540828704834,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 50876)",2,199,0.053481101989746,99.5,28.5,71,128,0.053481101989746,0.0,0.3567839195979899,1,2.0,3720.940530323294,37.39638723943009,0.0,2.0,0.0,nonai_001.pcap,non_ai
"(6, '10.211.218.53', 56990, '10.211.218.77', 53)",13,642,0.0709929466247558,49.38461538461539,17.71804148552656,40,102,0.0059160788853963,0.0113923588137932,0.5093457943925234,1,13.0,9043.151897798944,183.1167829772372,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 55573, '10.211.218.77', 53)",13,671,0.1646618843078613,51.61538461538461,25.037014019365756,40,133,0.0137218236923217,0.0311801092214688,0.4843517138599106,2,6.5,4075.017134781841,78.94966132960347,14.151927437641705,13.0,0.1100659370422363,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 58867, '69.173.158.64', 443)",17,6117,24.74833297729492,359.8235294117647,523.4323637743149,40,1440,1.5467708110809326,5.914894782118262,0.3688082393330064,2,8.5,247.16816302786827,0.6869149536494623,43729.24408284023,4.0,24.45482087135315,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 59964)",2,268,0.0659651756286621,134.0,73.0,61,207,0.0659651756286621,0.0,0.2276119402985074,1,2.0,4062.749737962541,30.319027895242847,0.0,1.0,0.0,nonai_001.pcap,non_ai
"(6, '10.211.218.53', 54113, '35.186.253.211', 443)",64,32480,28.47945499420166,507.5,609.5272245765566,40,1440,0.4520548411778041,2.4708151995544707,0.4123768472906404,5,12.8,1140.4712627616238,2.24723401529384,50176.08060591716,2.1666666666666665,7.002740025520325,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 54556, '10.211.218.77', 53)",13,673,0.165004014968872,51.76923076923077,24.9804657410356,40,132,0.0137503345807393,0.0287981113545245,0.487369985141159,1,13.0,4078.688631467308,78.78596167767459,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(17, '10.211.218.53', 51008, '142.250.182.78', 443)",23,10798,0.3113548755645752,469.4782608695652,519.428772333041,52,1278,0.0141524943438443,0.0273869295671607,0.4327653269123911,1,23.0,34680.68383519014,73.87069162894733,0.0,2.0,0.0,non_ai_001.pcap,non_ai
"(6, '10.211.218.53', 64907, '13.205.92.58', 443)",52,19390,10.116734027862549,372.88461538461536,575.4010191511975,40,2840,0.1983673338796578,1.2879453898171471,0.6430118617844249,3,17.333333333333332,1916.6264474876875,5.13999872456729,33170.16527002959,4.0,4.733637571334839,nonai_009.pcap,non_ai
"(17, '10.211.218.53', 52078, '142.250.206.162', 443)",26,17207,3.285156011581421,661.8076923076923,574.1346008914882,49,1278,0.1314062404632568,0.5839638990237936,0.4577206950659615,2,13.0,5237.802996064357,7.914388208152106,92160.8164,1.0909090909090908,2.990079164505005,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 52100, '10.211.218.77', 53)",14,744,6.187609910964966,53.142857142857146,19.27195276211796,40,99,0.4759699931511512,1.554792300094176,0.6344086021505376,3,4.666666666666667,120.2402883674954,2.262586071431365,0.4355555555555562,14.0,3.031559944152832,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 50229, '10.211.218.77', 53)",13,748,0.1486320495605468,57.53846153846154,43.91883315077307,40,206,0.0123860041300455,0.0273507328776243,0.4398395721925133,1,13.0,5032.561969047558,87.4643122962811,0.0,12.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 51039, '35.208.249.213', 443)",19,7788,3.8000199794769287,409.89473684210526,557.001927119112,40,1440,0.2111122210820516,0.6049349963669739,0.2950693374422188,6,3.1666666666666665,2049.462908632395,4.999973711352787,47852.37285665295,3.0,0.748131513595581,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 59790, '51.79.154.9', 443)",15,5699,0.1771368980407714,379.9333333333333,528.7487704214755,40,1440,0.0126526355743408,0.0224467175085376,0.3832251272153009,1,15.0,32172.856491414143,84.68026800688052,0.0,3.333333333333333,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 53381, '10.211.218.77', 53)",13,689,0.1454339027404785,53.0,27.54018043625601,40,140,0.0121194918950398,0.0248496631585532,0.4876632801161103,1,13.0,4737.547346367342,89.38768578051588,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 62536, '10.211.218.77', 53)",13,699,0.1241309642791748,53.76923076923077,29.817789852971604,40,149,0.0103442470232645,0.0213816442827312,0.4821173104434907,1,13.0,5631.149359541951,104.72809967674588,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 54784, '10.211.218.77', 53)",13,828,0.1480929851531982,63.69230769230769,63.41364159885792,40,280,0.0123410820960998,0.0254344769424859,0.4045893719806763,1,13.0,5591.081840530503,87.78268590204895,0.0,12.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 53457, '10.211.218.77', 53)",13,634,0.1567709445953369,48.76923076923077,15.743882065272436,40,92,0.0130642453829447,0.02762811879373,0.5189274447949527,1,13.0,4044.116731174293,82.9235291881164,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 60780, '10.211.218.77', 53)",13,750,0.1590650081634521,57.69230769230769,45.617784344712646,40,213,0.0132554173469543,0.0274809554453517,0.432,1,13.0,4715.053352458979,81.72759144262231,0.0,12.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 54548, '142.251.42.226', 443)",11,7899,0.1266059875488281,718.0909090909091,1607.3503015010565,40,5640,0.0126605987548828,0.018566723765031,0.2590201291302696,1,11.0,62390.41417337069,86.88372653590045,0.0,4.0,0.0,nonai_009.pcap,non_ai
"(17, '10.211.218.53', 49970, '10.211.218.77', 53)",2,181,0.1228258609771728,90.5,28.5,62,119,0.1228258609771728,0.0,0.3425414364640884,2,1.0,1473.6310298173996,16.28321579908729,812.25,2.0,0.1228258609771728,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 55173, '10.211.218.77', 53)",13,808,0.1501591205596923,62.15384615384615,60.36917980080966,40,269,0.012513260046641,0.0271288674378198,0.4034653465346535,1,13.0,5380.9585257846375,86.574827766337,0.0,12.0,0.0,nonai_009.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 56590)",2,150,0.272040843963623,75.0,14.0,61,89,0.272040843963623,0.0,0.4066666666666667,2,1.0,551.3877909453105,7.351837212604139,196.0,2.0,0.272040843963623,nonai_001.pcap,non_ai
"(6, '10.211.218.53', 49711, '10.211.218.77', 53)",13,955,0.1690809726715088,73.46153846153847,100.0842840076575,40,419,0.014090081055959,0.0312468372366618,0.3382198952879581,2,6.5,5648.181370800237,76.8862385553959,769.4019274376417,12.0,0.1065649986267089,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 53097, '10.211.218.77', 53)",13,657,0.1751339435577392,50.53846153846154,20.0714699343482,40,108,0.0145944952964782,0.033668004614996,0.5114155251141552,2,6.5,3751.4144126115457,74.22890009733652,0.7971938775510194,13.0,0.1204690933227539,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 49827, '10.211.218.77', 53)",13,686,0.1389229297637939,52.76923076923077,28.030625685691724,40,144,0.0115769108136494,0.0245751259376183,0.4795918367346938,1,13.0,4937.9897268678615,93.57706479487202,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 53807, '172.240.45.96', 443)",11,6345,0.5320069789886475,576.8181818181819,650.3443588776387,40,1440,0.0532006978988647,0.1057875875063419,0.3117415287628053,3,3.6666666666666665,11926.535272266412,20.67642048777471,78683.38888888889,1.5,0.264771819114685,nonai_009.pcap,non_ai
"(6, '10.221.8.53', 65307, '52.168.117.170', 443)",3,120,0.2907509803771972,40.0,0.0,40,40,0.1453754901885986,0.1452527046203613,0.6666666666666666,2,1.5,412.7243177110582,10.318107942776454,0.0,3.0,0.2906281948089599,nonai_005.pcap,non_ai
"(6, '10.211.218.53', 51964, '35.207.140.152', 443)",22,8370,7.836890935897827,380.45454545454544,800.4827933686889,40,3700,0.3731852826618013,1.449772662481643,0.3488649940262843,7,3.142857142857143,1068.02558163215,2.807235698435758,72352.83544981258,8.0,1.296449859937032,nonai_009.pcap,non_ai
"(17, '10.211.218.53', 51609, '10.211.218.77', 53)",2,298,0.02569580078125,149.0,92.0,57,241,0.02569580078125,0.0,0.1912751677852349,1,2.0,11597.225653206651,77.83372921615202,0.0,1.0,0.0,non_ai_001.pcap,non_ai
"(6, '10.221.8.170', 53, '10.221.8.53', 58331)",13,672,0.2558310031890869,51.69230769230769,24.224541324179164,40,128,0.0213192502657572,0.0539132444262752,0.4925595238095238,2,6.5,2626.734022159617,50.8147950715402,8.50694444444445,13.0,0.1957240104675293,nonai_005.pcap,non_ai
"(17, '10.221.8.170', 53, '10.221.8.53', 55200)",2,203,0.1812720298767089,101.5,28.5,73,130,0.1812720298767089,0.0,0.3596059113300492,2,1.0,1119.863887098683,11.033141744814616,812.25,2.0,0.1812720298767089,nonai_002.pcap,non_ai
"(6, '10.211.218.53', 62633, '10.211.218.77', 53)",13,692,0.1327569484710693,53.23076923076923,27.498682055562217,40,138,0.0110630790392557,0.0218042468338065,0.4927745664739884,1,13.0,5212.5331891822,97.92331135746907,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 62235, '10.211.218.77', 53)",13,666,0.1442029476165771,51.23076923076923,23.26156898654896,40,125,0.0120169123013814,0.0255961082120596,0.4924924924924925,1,13.0,4618.490890843888,90.15072309455036,0.0,13.0,0.0,nonai_009.pcap,non_ai
"(6, '10.221.8.53', 52052, '142.250.183.174', 443)",5,213,15.318387985229492,42.6,4.715930449020639,40,52,3.829596996307373,6.499099725544472,0.568075117370892,3,1.6666666666666667,13.904857365238549,0.3264051024703884,29.55555555555556,5.0,7.626332998275757,nonai_001.pcap,non_ai
"(6, '10.221.8.53', 53820, '142.250.118.94', 443)",4,208,2.5309388637542725,52.0,0.0,52,52,0.8436462879180908,0.8030797973180166,0.25,4,1.0,82.18294127083846,1.5804411782853551,0.0,4.0,0.8436462879180908,nonai_001.pcap,non_ai
"(17, '10.211.218.53', 64788, '10.211.218.77', 53)",8,700,23.02783203125,87.5,32.802438933713454,62,144,3.289690290178572,5.397021938078322,0.3585714285714286,4,2.0,30.39799834609105,0.3474056953838977,238.125,8.0,7.651119867960612,nonai_009.pcap,non_ai
"(6, '10.211.218.53', 49707, '10.211.218.77', 53)",13,671,0.1279249191284179,51.61538461538461,24.665573833673093,40,131,0.0106604099273681,0.0221926511237847,0.4873323397913562,1,13.0,5245.264211005002,101.62210840993298,0.0,13.0,0.0,nonai_009.pcap,non_ai
