flow_key,total_packets,total_bytes,flow_duration,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,mean_interarrival_time,std_interarrival_time,direction_ratio,burst_count,burst_avg_size,bytes_per_second,packets_per_second,burst_mean_size_variance,small_to_large_ratio,inter_burst_gap,source_pcap,label
"(17, '10.221.8.170', 53, '10.221.8.53', 61723)",2,263,0.1218109130859375,131.5,64.5,67,196,0.1218109130859375,0.0,0.2547528517110266,2,1.0,2159.0840536139294,16.418890141550797,4160.25,2.0,0.1218109130859375,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 55260)",2,259,0.1212310791015625,129.5,62.5,67,192,0.1212310791015625,0.0,0.2586872586872586,2,1.0,2136.415859030837,16.497419760855884,3906.25,2.0,0.1212310791015625,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 56073)",2,235,0.0720188617706298,117.5,50.5,67,168,0.0720188617706298,0.0,0.2851063829787234,1,2.0,3263.03407499611,27.77050276592434,0.0,2.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 50384)",2,258,0.0475308895111084,129.0,68.0,61,197,0.0475308895111084,0.0,0.2364341085271318,1,2.0,5428.049057228417,42.07789966843734,0.0,2.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 60389)",2,254,0.0488269329071044,127.0,66.0,61,193,0.0488269329071044,0.0,0.2401574803149606,1,2.0,5202.047003100662,40.96100002441466,0.0,2.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 58076)",2,230,0.048671007156372,115.0,54.0,61,169,0.048671007156372,0.0,0.2652173913043478,1,2.0,4725.605929235186,41.09222547161031,0.0,2.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 63439)",2,262,0.1303510665893554,131.0,64.0,67,195,0.1303510665893554,0.0,0.2557251908396946,2,1.0,2009.9567027355267,15.343180936912418,4096.0,2.0,0.1303510665893554,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 57277)",2,261,0.1318089962005615,130.5,63.5,67,194,0.1318089962005615,0.0,0.2567049808429119,2,1.0,1980.1379839268368,15.173471141201816,4032.25,2.0,0.1318089962005615,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 53394)",2,237,0.1316890716552734,118.5,51.5,67,170,0.1316890716552734,0.0,0.2827004219409282,2,1.0,1799.6937560650608,15.187289080717813,2652.25,2.0,0.1316890716552734,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 53694)",2,298,0.0339128971099853,149.0,91.0,58,240,0.0339128971099853,0.0,0.1946308724832214,1,2.0,8787.217412700978,58.974613508060266,0.0,1.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 55791)",2,377,0.0345420837402343,188.5,130.5,58,319,0.0345420837402343,0.0,0.1538461538461538,1,2.0,10914.222860298178,57.90038652678079,0.0,1.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 50585)",2,269,0.0542840957641601,134.5,76.5,58,211,0.0542840957641601,0.0,0.2156133828996282,1,2.0,4955.410902830238,36.84320373851478,0.0,1.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 57084)",2,327,0.0507590770721435,163.5,84.5,79,248,0.0507590770721435,0.0,0.2415902140672783,1,2.0,6442.197511496061,39.40181964217775,0.0,1.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 51211)",2,327,0.0516831874847412,163.5,84.5,79,248,0.0516831874847412,0.0,0.2415902140672783,1,2.0,6327.009147733826,38.69730365586437,0.0,1.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 65275)",2,282,0.0604519844055175,141.0,62.0,79,203,0.0604519844055175,0.0,0.2801418439716312,1,2.0,4664.8592725809885,33.08410831617722,0.0,1.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 51973)",2,339,0.0451438426971435,169.5,87.5,82,257,0.0451438426971435,0.0,0.2418879056047197,1,2.0,7509.329727959777,44.30283025345002,0.0,1.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 50379)",2,346,0.0465719699859619,173.0,91.0,82,264,0.0465719699859619,0.0,0.2369942196531791,1,2.0,7429.361482975575,42.94428602876055,0.0,1.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 58148)",2,294,0.045159101486206,147.0,65.0,82,212,0.045159101486206,0.0,0.2789115646258503,1,2.0,6510.315536056512,44.28786078950008,0.0,1.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 52915)",2,163,0.0405328273773193,81.5,25.5,56,107,0.0405328273773193,0.0,0.3435582822085889,1,2.0,4021.431776338621,49.34272118206897,0.0,2.0,0.0,copilot_003.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 63181)",2,175,0.0403988361358642,87.5,31.5,56,119,0.0403988361358642,0.0,0.32,1,2.0,4331.807961285373,49.50637670040426,0.0,2.0,0.0,copilot_003.pcap,copilot
"(6, '10.221.8.53', 64919, '34.54.194.141', 443)",8,419,69.47907090187073,52.375,23.43574993466179,40,113,9.925581557410103,16.561821460553894,0.386634844868735,4,2.0,6.030593019756664,0.1151425874893874,201.046875,8.0,23.118391036987305,copilot_004.pcap,copilot
"(6, '10.221.8.53', 64965, '48.218.107.32', 443)",15,1115,220.9009850025177,74.33333333333333,24.689178916188272,40,97,15.778641785894122,24.78211821176533,0.6143497757847534,10,1.5,5.047510313216991,0.0679037261867756,289.0,15.0,24.51910146077474,copilot_004.pcap,copilot
"(6, '10.221.8.53', 57726, '52.182.143.213', 443)",6815,5928116,225.2033429145813,869.8629493763757,594.6004640188266,40,1315,0.0330500943520078,0.428802862257706,0.9825551659245534,181,37.651933701657455,26323.39255393962,30.26154013435272,292218.1171894272,0.5117011701170117,1.2126300679312811,copilot_004.pcap,copilot
"(6, '10.221.8.53', 64261, '13.89.179.13', 443)",109,18432,207.3348059654236,169.10091743119267,264.9154944005168,40,1315,1.9197667219020704,6.254492176928625,0.7898220486111112,41,2.658536585365854,88.89969011316813,0.5257197386249635,17322.176505717493,97.0,5.17099426984787,copilot_004.pcap,copilot
"(17, '10.221.8.170', 5353, '224.0.0.251', 5353)",18,1826,216.4336371421814,101.44444444444444,6.651835354264785,89,105,12.731390420128315,13.696967956622071,1.0,14,1.2857142857142858,8.436766225946888,0.0831663702448214,13.931972789115664,18.0,16.648406707323513,copilot_004.pcap,copilot
"(6, '10.221.8.53', 60733, '172.188.155.25', 443)",13,710,195.13262915611267,54.61538461538461,21.095163359399788,40,106,16.261052429676056,20.697288842069785,0.4380281690140845,7,1.8571428571428568,3.638550882394846,0.0666213541846943,160.07482993197283,13.0,32.458690325419106,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 55051)",2,323,0.0997860431671142,161.5,82.5,79,244,0.0997860431671142,0.0,0.2445820433436532,1,2.0,3236.9256235470084,20.04288311793813,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 59866)",2,323,0.1026878356933593,161.5,82.5,79,244,0.1026878356933593,0.0,0.2445820433436532,2,1.0,3145.4553289498126,19.47650358482856,6806.25,1.0,0.1026878356933593,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 51597)",2,279,0.10573410987854,139.5,60.5,79,200,0.10573410987854,0.0,0.2831541218637993,2,1.0,2638.6943657112706,18.91537179721341,3660.25,1.0,0.10573410987854,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 58316)",2,298,0.1125349998474121,149.0,91.0,58,240,0.1125349998474121,0.0,0.1946308724832214,2,1.0,2648.06505002055,17.772248657856043,8281.0,1.0,0.1125349998474121,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 61997)",2,349,0.1121909618377685,174.5,116.5,58,291,0.1121909618377685,0.0,0.166189111747851,2,1.0,3110.767518908201,17.82674795935932,13572.25,1.0,0.1121909618377685,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 54023)",2,269,0.1154980659484863,134.5,76.5,58,211,0.1154980659484863,0.0,0.2156133828996282,2,1.0,2329.043328915807,17.31630727818444,5852.25,1.0,0.1154980659484863,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 52794)",2,206,0.0424997806549072,103.0,41.0,62,144,0.0424997806549072,0.0,0.3009708737864077,1,2.0,4847.083839624811,47.05906640412438,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 61853)",2,189,0.0385348796844482,94.5,32.5,62,127,0.0385348796844482,0.0,0.328042328042328,1,2.0,4904.6474660793065,51.90103138708261,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 60948)",2,177,0.0421409606933593,88.5,26.5,62,115,0.0421409606933593,0.0,0.3502824858757062,1,2.0,4200.189010591111,47.45976283153797,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 65037)",2,207,0.0420770645141601,103.5,28.5,75,132,0.0420770645141601,0.0,0.3623188405797101,1,2.0,4919.544706602298,47.53183291403187,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 51607)",2,189,0.0416889190673828,94.5,32.5,62,127,0.0416889190673828,0.0,0.328042328042328,1,2.0,4533.578807704625,47.97437891750926,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 58634)",2,177,0.0415878295898437,88.5,26.5,62,115,0.0415878295898437,0.0,0.3502824858757062,1,2.0,4256.052834342322,48.09099247844432,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 52331)",2,336,0.1067769527435302,168.0,86.0,82,254,0.1067769527435302,0.0,0.244047619047619,2,1.0,3146.7464782128145,18.7306337988858,7396.0,1.0,0.1067769527435302,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 51779)",2,336,0.1065688133239746,168.0,86.0,82,254,0.1065688133239746,0.0,0.244047619047619,2,1.0,3152.8923849282523,18.76721657695388,7396.0,1.0,0.1065688133239746,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 58794)",2,291,0.1064469814300537,145.5,63.5,82,209,0.1064469814300537,0.0,0.281786941580756,2,1.0,2733.7553032559786,18.788696242309133,4032.25,1.0,0.1064469814300537,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 58539)",2,262,0.1170170307159423,131.0,64.0,67,195,0.1170170307159423,0.0,0.2557251908396946,2,1.0,2238.990328134392,17.091529222399934,4096.0,2.0,0.1170170307159423,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 49665)",2,261,0.1172308921813964,130.5,63.5,67,194,0.1172308921813964,0.0,0.2567049808429119,2,1.0,2226.375617752216,17.06034956131966,4032.25,2.0,0.1172308921813964,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 49174)",2,237,0.117156982421875,118.5,51.5,67,170,0.117156982421875,0.0,0.2827004219409282,2,1.0,2022.9268038551704,17.071112268820006,2652.25,2.0,0.117156982421875,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 57544)",2,327,0.0497519969940185,163.5,84.5,79,248,0.0497519969940185,0.0,0.2415902140672783,1,2.0,6572.600493590511,40.1993913981071,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 54163)",2,327,0.0506401062011718,163.5,84.5,79,248,0.0506401062011718,0.0,0.2415902140672783,1,2.0,6457.332429378531,39.4943879472693,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 65029)",2,282,0.0497138500213623,141.0,62.0,79,203,0.0497138500213623,0.0,0.2801418439716312,1,2.0,5672.463506222574,40.23023763278421,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 64066)",2,298,0.0308899879455566,149.0,91.0,58,240,0.0308899879455566,0.0,0.1946308724832214,1,2.0,9647.138759821552,64.74589771692317,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 49175)",2,321,0.0634880065917968,160.5,102.5,58,263,0.0634880065917968,0.0,0.1806853582554517,1,2.0,5056.073063750526,31.502012858258727,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 56892)",2,269,0.0352890491485595,134.5,76.5,58,211,0.0352890491485595,0.0,0.2156133828996282,1,2.0,7622.7613520434015,56.67480559140076,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 50144)",2,206,0.028149127960205,103.0,41.0,62,144,0.028149127960205,0.0,0.3009708737864077,1,2.0,7318.166313756712,71.0501583859875,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 49786)",2,189,0.0326621532440185,94.5,32.5,62,127,0.0326621532440185,0.0,0.328042328042328,1,2.0,5786.513785174641,61.23295010766817,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 59978)",2,177,0.0335540771484375,88.5,26.5,62,115,0.0335540771484375,0.0,0.3502824858757062,1,2.0,5275.0668485675305,59.60527512505684,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 65455)",2,342,0.0692839622497558,171.0,89.0,82,260,0.0692839622497558,0.0,0.239766081871345,1,2.0,4936.207296677885,28.86670933729757,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 50117)",2,342,0.0795490741729736,171.0,89.0,82,260,0.0795490741729736,0.0,0.239766081871345,1,2.0,4299.2329396109135,25.14171309713984,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 64465)",2,298,0.0766751766204834,149.0,67.0,82,216,0.0766751766204834,0.0,0.2751677852348993,1,2.0,3886.5251197920393,26.08406120665798,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 50281)",2,298,0.0560801029205322,149.0,91.0,58,240,0.0560801029205322,0.0,0.1946308724832214,1,2.0,5313.827623003439,35.66327263760697,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 60873)",2,321,0.064241886138916,160.5,102.5,58,263,0.064241886138916,0.0,0.1806853582554517,1,2.0,4996.739966598627,31.132336240489888,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 60074)",2,269,0.0639309883117675,134.5,76.5,58,211,0.0639309883117675,0.0,0.2156133828996282,1,2.0,4207.662154199578,31.2837334884727,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 54178)",2,323,0.0501668453216552,161.5,82.5,79,244,0.0501668453216552,0.0,0.2445820433436532,1,2.0,6438.5152769526885,39.86696765914977,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 59186)",2,323,0.0460569858551025,161.5,82.5,79,244,0.0460569858551025,0.0,0.2445820433436532,1,2.0,7013.05120174762,43.4244656454961,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 51327)",2,279,0.0465459823608398,139.5,60.5,79,200,0.0465459823608398,0.0,0.2831541218637993,1,2.0,5994.072653512816,42.96826274919581,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 61326)",2,336,0.0473039150238037,168.0,86.0,82,254,0.0473039150238037,0.0,0.244047619047619,1,2.0,7103.0061640970325,42.27979859581567,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 60947)",2,336,0.0472431182861328,168.0,86.0,82,254,0.0472431182861328,0.0,0.244047619047619,1,2.0,7112.146957890912,42.334208082684,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 65476)",2,291,0.0471510887145996,145.5,63.5,82,209,0.0471510887145996,0.0,0.281786941580756,1,2.0,6171.649646551986,42.41683605877653,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 56975)",2,206,0.0232110023498535,103.0,41.0,62,144,0.0232110023498535,0.0,0.3009708737864077,1,2.0,8875.101423670316,86.16603323951763,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 56291)",2,189,0.0301060676574707,94.5,32.5,62,127,0.0301060676574707,0.0,0.328042328042328,1,2.0,6277.804266911637,66.43179118425012,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 62095)",2,177,0.0299301147460937,88.5,26.5,62,115,0.0299301147460937,0.0,0.3502824858757062,1,2.0,5913.776191690034,66.8223298496049,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 57107)",2,207,0.0281600952148437,103.5,28.5,75,132,0.0281600952148437,0.0,0.3623188405797101,1,2.0,7350.82741804389,71.02248713085885,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 50859)",2,189,0.0289580821990966,94.5,32.5,62,127,0.0289580821990966,0.0,0.328042328042328,1,2.0,6526.675306070361,69.06534715418371,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 61924)",2,177,0.028465986251831,88.5,26.5,62,115,0.028465986251831,0.0,0.3502824858757062,1,2.0,6217.947217220151,70.25929059005821,0.0,2.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 50139)",6,1141,3.4709219932556152,190.16666666666663,116.37356038016348,60,362,0.694184398651123,0.8107780405325605,0.2112182296231376,3,2.0,328.731098600628,1.728647319547562,287.0555555555556,3.0,1.6735390424728394,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 58184)",6,1309,3.4653420448303223,218.16666666666663,156.9632830384935,60,458,0.6930684089660645,0.8104943484200275,0.1841100076394194,3,2.0,377.7404894136776,1.7314308147303783,1913.7222222222224,3.0,1.6718724966049194,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 63181)",4,621,2.0768849849700928,155.25,81.38296811987138,75,263,0.6922949949900309,0.9014207219325432,0.2463768115942029,2,2.0,299.00548393099507,1.9259612491529472,189.0625,2.0,1.9670119285583496,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 52915)",6,948,5.031712055206299,158.0,81.62107570964744,75,249,1.0063424110412598,1.1894188823150424,0.2436708860759493,3,2.0,188.40505768192892,1.192437073936259,60.5,3.0,2.4202624559402466,copilot_004.pcap,copilot
"(6, '10.221.8.53', 57343, '40.79.167.8', 443)",21,11299,2.385298013687134,538.047619047619,559.7775473295898,40,1315,0.1192649006843566,0.3895308668342858,0.3518010443402071,5,4.2,4736.934309744504,8.803931366017753,126304.4961777778,1.5714285714285714,0.5792965292930603,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 62755)",2,327,0.0943331718444824,163.5,84.5,79,248,0.0943331718444824,0.0,0.2415902140672783,1,2.0,3466.4370295858585,21.20144972223767,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 57995)",2,327,0.0939159393310546,163.5,84.5,79,248,0.0939159393310546,0.0,0.2415902140672783,1,2.0,3481.837080363127,21.29563963524848,0.0,1.0,0.0,copilot_004.pcap,copilot
"(17, '10.221.8.170', 53, '10.221.8.53', 55647)",2,282,0.172076940536499,141.0,62.0,79,203,0.172076940536499,0.0,0.2801418439716312,2,1.0,1638.8018006409484,11.622707805964172,3844.0,1.0,0.172076940536499,copilot_004.pcap,copilot
"(6, '10.221.8.53', 57345, '51.11.192.49', 443)",98,67170,2.0455639362335205,685.4081632653061,602.9644934335058,40,1315,0.0210882880024074,0.0638165546429799,0.9048235819562304,10,9.8,32836.91055077924,47.90854896496003,168740.51612847223,0.9777777777777776,0.213690784242418,copilot_004.pcap,copilot
"(6, '10.221.8.53', 57347, '40.79.167.8', 443)",35,20031,0.9345099925994872,572.3142857142857,572.3425932792636,40,1315,0.0274855880176319,0.0649025240553009,0.5997703559482802,5,7.0,21434.762772606216,37.45278303835144,106164.77060460222,1.3076923076923077,0.2007238268852234,copilot_004.pcap,copilot
"(6, '10.211.218.53', 53800, '170.114.52.4', 443)",34,1360,245.9703378677368,40.0,0.0,40,40,7.453646602052631,7.685695019924139,0.5,17,2.0,5.529121973769452,0.1382280493442363,0.0,34.0,15.373024359345436,copilot_005.pcap,copilot
"(6, '10.211.218.53', 58520, '10.211.218.77', 53)",4,489,0.0001170635223388,122.25,81.75076452241899,40,204,3.902117411295573e-05,5.518427365026392e-05,0.918200408997955,1,4.0,4177219.2586558047,34169.482688391035,0.0,2.0,0.0,copilot_005.pcap,copilot
"(6, '10.211.218.53', 57052, '10.211.218.77', 53)",4,345,0.0003111362457275,86.25,45.75136609982264,40,132,0.0001037120819091,0.0001466710328179,0.8840579710144928,1,4.0,1108838.9885057472,12856.104214559387,0.0,4.0,0.0,copilot_005.pcap,copilot
"(6, '10.211.218.53', 57390, '10.211.218.77', 53)",4,635,6.389617919921875e-05,158.75,118.250528540045,40,277,2.1298726399739586e-05,3.01209477357856e-05,0.937007874015748,1,4.0,9937996.417910447,62601.55223880597,0.0,2.0,0.0,copilot_005.pcap,copilot
"(6, '10.211.218.53', 60507, '10.211.218.77', 53)",4,577,0.0001139640808105,144.25,103.75060240788966,40,248,3.798802693684896e-05,5.372318290188626e-05,0.9306759098786828,1,4.0,5062998.761506276,35098.77824267782,0.0,2.0,0.0,copilot_005.pcap,copilot
"(6, '10.211.218.53', 50063, '170.114.52.83', 443)",39,1584,252.0126001834869,40.61538461538461,3.7934855402886014,40,64,6.631910531144393,7.512995191918942,0.5202020202020202,19,2.0526315789473686,6.285400011137186,0.1547541669408776,3.1911357340720223,39.0,14.000497155719334,copilot_005.pcap,copilot
"(6, '10.211.218.53', 53519, '20.42.73.24', 443)",404,206492,249.6582169532776,511.1188118811881,617.4181316175235,40,1400,0.6194992976508129,3.139285117872545,0.949896364023788,92,4.391304347826087,827.0987533274102,1.6182123101344057,197864.56504403788,2.0,2.728796416586572,copilot_005.pcap,copilot
"(6, '10.211.218.53', 49231, '20.190.145.141', 443)",4,173,17.01588201522827,43.25,5.068283733178324,40,52,5.671960671742757,7.854254447916378,0.4682080924855491,3,1.3333333333333333,10.166972234831825,0.2350745025394641,29.55555555555556,4.0,8.480465531349182,copilot_005.pcap,copilot
"(6, '10.211.218.53', 56109, '20.50.73.12', 443)",25570,23975563,244.254919052124,937.644231521314,636.3033966712234,40,1400,0.0095527755896642,0.1167542157846773,0.9860973024908736,381,67.11286089238845,98157.95355541485,104.68571154771035,303904.53558066697,0.515970809905491,0.6083937318701493,copilot_005.pcap,copilot
"(6, '10.211.218.53', 59136, '10.211.218.77', 53)",3,358,0.0002529621124267,119.33333333333331,111.48791663474368,40,277,0.0001264810562133,0.0001264810562133,0.888268156424581,1,3.0,1415231.698397738,11859.483506126297,0.0,2.0,0.0,copilot_005.pcap,copilot
"(6, '10.211.218.53', 51731, '20.50.73.12', 443)",5,226,82.72785711288452,45.2,5.564171097297422,40,52,20.68196427822113,20.66326068165687,0.3628318584070796,5,1.0,2.731848834082775,0.0604391334974065,30.96,5.0,20.68196427822113,copilot_005.pcap,copilot
"(6, '10.211.218.53', 53690, '20.99.157.72', 443)",6,253,26.572641134262085,42.16666666666666,4.412734098291241,40,52,5.314528226852417,10.345046010875103,0.4782608695652174,4,1.5,9.521070890984497,0.2257961476122805,25.6875,6.0,8.854719400405884,copilot_005.pcap,copilot
"(6, '10.211.218.53', 60304, '104.215.18.215', 443)",15,1135,221.1263689994812,75.66666666666667,25.61683474245447,40,99,15.794740642820086,24.77096317646312,0.6123348017621145,10,1.5,5.132811636782508,0.0678345150235573,306.25,15.0,24.543834686279297,copilot_005.pcap,copilot
"(6, '10.211.218.53', 62885, '10.211.218.77', 53)",1,52,1e-09,52.0,0.0,52,52,0.0,0.0,1.0,1,1.0,52000000000.0,1000000000.0,0.0,1.0,0.0,copilot_005.pcap,copilot
"(6, '10.211.218.53', 56560, '20.99.157.72', 443)",9,425,86.3542411327362,47.22222222222222,12.20908384749084,40,79,10.794280141592026,18.40821400557628,0.3811764705882353,6,1.5,4.921588035806222,0.1042218642876611,28.675347222222225,9.0,17.270700454711914,copilot_005.pcap,copilot
"(6, '10.211.218.53', 55799, '20.42.73.24', 443)",5,226,84.22367310523987,45.2,5.564171097297422,40,52,21.055918276309967,20.78171845224116,0.3628318584070796,5,1.0,2.68333108338325,0.0593657319332577,30.96,5.0,21.055918276309967,copilot_005.pcap,copilot
"(6, '10.211.218.53', 64229, '134.224.4.140', 443)",43,4610,241.2946989536285,107.2093023255814,83.54599294234615,40,250,5.745111879848299,10.264808520582209,0.6887201735357917,27,1.5925925925925926,19.105268453850037,0.1782053239730046,7931.013031550067,33.0,9.265265923279982,copilot_005.pcap,copilot
"(6, '10.211.218.53', 52295, '52.140.232.67', 443)",10,502,135.02601790428162,50.2,12.21310771261762,40,79,15.002890878253512,21.06734560087165,0.4043824701195219,7,1.4285714285714286,3.717802004320841,0.0740598008828852,36.40561224489796,10.0,22.504218339920044,copilot_005.pcap,copilot
"(6, '10.211.218.53', 60699, '134.224.4.49', 443)",23,1320,240.92241716384888,57.391304347826086,11.948218460742726,40,68,10.95101896199313,17.536328200037534,0.6121212121212121,15,1.5333333333333334,5.47894220695238,0.095466417242352,59.982222222222205,23.0,17.184979064123972,copilot_005.pcap,copilot
"(6, '10.211.218.53', 58294, '172.188.155.25', 443)",16,955,239.8267560005188,59.6875,25.245590580336994,40,106,15.988450400034589,19.998655456643483,0.4366492146596858,10,1.6,3.98204110302828,0.0667148247627774,216.0211111111112,16.0,26.6091464360555,copilot_005.pcap,copilot
"(6, '10.211.218.53', 63403, '40.126.17.134', 443)",5,226,78.47056412696838,45.2,5.564171097297422,40,52,19.617641031742096,19.993224878218893,0.3628318584070796,3,1.6666666666666667,2.880060854849002,0.0637181605055089,9.38888888888889,5.0,39.18298959732056,copilot_005.pcap,copilot
"(6, '10.211.218.53', 49974, '13.107.42.254', 443)",5,226,82.92581701278687,45.2,5.564171097297422,40,52,20.73145425319672,20.8318172981645,0.3628318584070796,3,1.6666666666666667,2.7253273846569592,0.060294853642853,9.38888888888889,5.0,41.40689146518707,copilot_005.pcap,copilot
"(17, '10.211.218.53', 51118, '10.211.218.77', 53)",2,272,0.034848928451538,136.0,71.0,65,207,0.034848928451538,0.0,0.2389705882352941,1,2.0,7805.118036218845,57.39057379572681,0.0,1.0,0.0,copilot_005.pcap,copilot
"(17, '10.211.218.53', 53294, '10.211.218.77', 53)",2,263,0.0472900867462158,131.5,66.5,65,198,0.0472900867462158,0.0,0.247148288973384,1,2.0,5561.419276124407,42.29216179562287,0.0,2.0,0.0,copilot_005.pcap,copilot
